RepRapFirmware height map file v2 generated at 2020-11-30 20:46, min error -0.272, max error 0.167, mean -0.050, deviation 0.114
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
5.00,200.00,5.00,200.00,-1.00,32.50,32.50,7,7
  0.079,  0.122,  0.148,  0.166,  0.167,  0.089,  0.056
 -0.009,  0.048,  0.069,  0.097,  0.098,  0.017,  0.001
 -0.077, -0.010,  0.020,  0.039,  0.032, -0.040, -0.046
 -0.118, -0.061, -0.028,  0.002,  0.006, -0.073, -0.071
 -0.153, -0.121, -0.079, -0.034, -0.045, -0.123, -0.148
 -0.225, -0.178, -0.124, -0.069, -0.079, -0.186, -0.228
 -0.254, -0.221, -0.163, -0.119, -0.126, -0.244, -0.272
